text,rating,sentiment
cant play v cause theres bug friends apper offline even tho online cant see online reason,1,Negatif
worst game game goal gain money pay win anyone game make loose trophies continuously time match game higher level players make us loose algorithm game design way loose pay win players,1,Negatif
love way competitiv e,5,Positif
laggy asf,1,Negatif
pw besides good,4,Positif
good theme,5,Positif
change life worse,5,Positif
good game overall hut quit cause way many pay win players fair someone like arena go pekka,3,Netral
ts good,5,Positif
horrible game,5,Positif
game plain suck horrible matchmaking lose deck balance card take good casual play options game ie v supercell lose touch base easiest uninstall ive ever,1,Negatif
incredible,5,Positif
pancakeesss,5,Positif
gooned tower princess,5,Positif
best lose progress gkt back,4,Positif
best game ever,5,Positif
best game ever childhood still love,5,Positif
pat win decent otherwise,3,Netral
warn game become addict waste timetoo many update come hatred,1,Negatif
great game man soooo pay win actually annoy,4,Positif
pay win make game ahh,1,Negatif
love game make want eat pancakes,5,Positif
win every opponent spam play game,1,Negatif
im back game goated,5,Positif
pw way even fun fp,1,Negatif
white tigerman jr c,5,Positif
stop play evolutions come think op play agin fun,4,Positif
play game years use fun full spam deck balance focus around monetization actual health game,1,Negatif
experience game terrible im k trophys every single game mega knight whos best card game ether use lose middle grind,1,Negatif
dope asf,5,Positif
best game ever thank supercell,5,Positif
prince still alive,3,Netral
pretty cooli like trophy road open chests game pay win,4,Positif
supercell change card nerfed grind main deck longer usable grind raise substitute card otherwise cant use deck grind prince furnace build,1,Negatif
yoyo,5,Positif
pw game,5,Positif
lepsze od bs,5,Positif
full wifi cell service home app constantly lock say connection even look card match constantly lose match connection inexcusable everything else house work fine fix game supercell,1,Negatif
lolll,5,Positif
game go worst worst day day even exlier troop kill exlier troop,1,Negatif
pay win game ever use better get unfair matchups impossible win cant win match level card level card last arena impossible reach without use best card game credit card,1,Negatif
internet connectivity issue always everything else work perfectly fine app crash,1,Negatif
fix stupid matchmaking dawg,1,Negatif
pay win game available right always nerfing free play reward buff pay win reward buff price,1,Negatif
horrid game nerfed lucky box twice pw especially evos supercell wont change anything,1,Negatif
hard fun hard,3,Netral
pretty fun,5,Positif
play game since huge issue yet solve matchmaking ive stick arena merge tactics league months due absolute horrible matchmaking match way higher level players besides game pretty good,2,Negatif
list question play season pass lv get guarantee evolution opponents always level tokens dont work people dont pay always bad update op new evolutions create tactics mode clash royale thing would actually appreciate new mode card evolutions whatsoever use princess tower therefore maybe consider actual gameplay,1,Negatif
disgust matchmaking,1,Negatif
everyone mega knight cant anything lose game row game ask leave review,1,Negatif
il like,5,Positif
cant buy item shopwhen tap item respons,1,Negatif
fun game,5,Positif
hard newbies like always get unfair fight hard rank deck level low cause cant really win someone better deck level wipe entire army,1,Negatif
w game,5,Positif
honestly fun idk,5,Positif
war screen open clan issue please fix,1,Negatif
come og still alive,5,Positif
w game btw pw,5,Positif
greatest card game ever,5,Positif
best game ever,5,Positif
whorst unbalance game go level vs level fair,1,Negatif
request could make connect facebook,5,Positif
اسطورية,5,Positif
bring back season shop,3,Netral
super fun game take put way much space cant use anything else phone,3,Netral
start playingits amaze,5,Positif
play,5,Positif
epik game would definitely recommend,5,Positif
ok,4,Positif
great gameplay bite pw,5,Positif
mega knight,5,Positif
lag,1,Negatif
good game,5,Positif
najgorsza gra w którą możesz pobrać,1,Negatif
pay win trash years gameplay,1,Negatif
break phone play game,5,Positif
great strategy game,5,Positif
bu oyunu cixardanin,1,Negatif
something go wrong latest update merge tactics troop change randomly soon deploy phase start seem happen mode merger change card elixir cost higher unit ruin gameplay,3,Netral
please change server old,5,Positif
,5,Positif
good crown,5,Positif
king,5,Positif
would like actually give star rat supper cell give assistance regard help need urgently pathetic service support system work lose years play clash royale account get hack seek assistance order restore k trophies go drain one suppose keep people happy work recommend person download supercell game,1,Negatif
la meilleur carte de ce jeu cest la carte bleu,1,Negatif
become pay win ahh game,1,Negatif
good,4,Positif
could rate negative star would would pay win,1,Negatif
game give sexual trauma would recommend,5,Positif
absolutely trash game give us fair opponents,1,Negatif
retard fix game,5,Positif
nice,5,Positif
absolutely masterpiece,5,Positif
play evry day,5,Positif
game great add pay win card,1,Negatif
nice graphics good,4,Positif
ოჯახი მოვტყან თქვენი მოგიტყანთ დედის მუტელი,1,Negatif
climb ladder hell fight people overleveled card yet still lose amount crown literally cant progress base skill alone,1,Negatif
beautiful game,5,Positif
slow download,1,Negatif
goood,5,Positif
amaze game please nerf goblin barrel,5,Positif
reach k journey absolutely beautiful great game must play,5,Positif
love game ive play years bring season shop baaaack love,5,Positif
terrrible,1,Negatif
game star,5,Positif
one rd class match make developer,1,Negatif
waste years life,1,Negatif
devs,1,Negatif
update book book go,1,Negatif
good game fun friends,5,Positif
cant deploy troop,1,Negatif
bad pay win,1,Negatif
stupid game always match someone higher level,1,Negatif
game horrible refuse nerf insanely overpower card mega knight pekka game unplayable also remove chests event shop game get worse worse,3,Netral
game really good strategical fun sister would love,5,Positif
hate mega knight,5,Positif
og,5,Positif
sad see another game franchise provide fun free play game lot content fall corp greed want get anywhere cash royal youve get pay play never elite player round round become impossible advance without drop money ive play years badge prove better veteran players want game become,2,Negatif
jynxzi buns game,5,Positif
fun game,5,Positif
great game experience past months,5,Positif
excite,5,Positif
play april still love,5,Positif
game good,5,Positif
augh,5,Positif
good better fortnite,5,Positif
fav game,5,Positif
pay win game worse matchmaking live,1,Negatif
ive grind weeks months even havent give log open much chests supercell stop give ram riders please beg,1,Negatif
goated af,5,Positif
supercell id send code email fix least put try button,1,Negatif
pancakes,5,Positif
great game near impossible get email return players obtain old account back matter many time try set phone game say yes use level king next page send confirmation email email address super cell id never receive email like several days try get one code become invalid please fix want start,1,Negatif
bad game many pay winners lose people cheat infinite elixir ruin expierence game please nurf mega knight like wth kill everything matter least put higher arena arena also keep get opponents highest arena seem unfair,3,Netral
por esto hacemos clash,5,Positif
wish full screen pc,4,Positif
jinxy king,5,Positif
gud gami,5,Positif
love game,5,Positif
help support suck,1,Negatif
big size mb good avarage phone,2,Negatif
know game skillbased game become obvious pw,1,Negatif
זה טוב אבל פעם היה יותר טוב,4,Positif
make horny sumtikjes,1,Negatif
im boy,5,Positif
pay win,1,Negatif
w game peak,5,Positif
