text,rating,polarity_score,polarity
login nya susah bgt coba akun tp pas ngecek akun yg hilang udh verivikasi tetep gagal,1,1,positive
bagus bgt,5,2,positive
lowongan kerja dunia,5,3,positive
bikin login salahnya gak taju,3,0,neutral
baguss,5,0,neutral
applikasi,5,0,neutral
susah login load pemeriksaan keamanan cepat,1,0,neutral
gak login akun google,1,0,neutral
keren dlt info,5,-3,negative
diinstall hp yg hp hp compatible aplikasi diinstall gk orang bs pake linkedin yah yg hp bagus doank,1,-2,negative
tolong cek sistem nya kemarin update profesi lokasi ga udh berberpa kek gini ga edit perbaiki min,4,-5,negative
mentok mari lakukan pemeriksaan keamanan cepat,1,2,positive
menyenangkan menambah teman nwtworkinb,5,7,positive
best of the best,5,0,neutral
login gac aplikasi,2,-4,negative
gimana si login nya nyusahin gak pake no hp trus udah masukin kode kaga masuk maunya sih,2,-7,negative
download aplikasi aplikasi scam mengakses akun bank google yg daftarkansaya kena semoga gak korban,1,-15,negative
susah loginnya perbarui dongg mudah loginnya,1,1,positive
bagus,5,2,positive
sayang perangkat kompatible,5,3,positive
aplikasi ga akun susah mend pindah aplikasi pencari kerja aplikasi sampah stick periksa keamanan mulu aplikasi lo kali ga aman,1,-23,negative
load stick verivikasi cepat user mengeluhkan yaang tolong perbaiki,1,6,positive
apk aneh,1,4,positive
susah masuk min gimana solusinya,5,-3,negative
i cant log in to linkedin because it always get stick on the quick security check page,1,3,positive
heran login aja susah banget tolong diperbaiki aplikasinya,1,6,positive
apk aneh login liat liat perkejaan suruh mari pemeriksaan cepat tolong benerin sistem linkedin,1,12,positive
im sorry i would like to request a refund to my dana account because i do not intend to subscribe to the premium service yesterday i try the free onemonth premium trial and suddenly my balance be deduct automatically unfortunately the deduct balance be actually intend for my tuition payment which be send by my parent i kindly ask for your help linkedin i have already cancel the premium subscription on my account i sincerely ask for your assistance even though i under,1,11,positive
stick login server nya rusak,1,3,positive
app lemot kagak dibuka,1,-8,negative
aja stick pemeriksaan keamanan,1,1,positive
pemain,4,-3,negative
mengecewakan update keamanan terbaru akun logout login ulang verifikasi keamanan stick load page,1,3,positive
registrasi pemeriksa keamanan error,1,-5,negative
coolest,5,0,neutral
tolong memperbaiki aplikasi akun masuk kemarin coba bikin akun pengiriman kode no sms menerima sms tolong bgt memperbaiki aplikasi,1,-8,negative
aplikasi ko kocak banget udah un istal ajah ngirimin notif email ganggu doang nyampah nyampahin email gw,1,-12,negative
susah login pengguna,1,-2,negative
good apk,5,5,positive
kebanyakan gangguan darinya cuman pendaftaran akun gangguan fitur langganan premium gangguan apanya sekelas aplikasi linkedin ga fiks,1,4,positive
bantu disibilitas tunarungu,1,3,positive
sulit login karna pemeriksaan keamanan,1,0,neutral
ga msuk login,1,0,neutral
berkat meta aplikasi josssssbermanfaat dunia,5,-2,negative
huftt nunggu berjam jam gabisa login stuk pemeriksaan keamanan,1,1,positive
aplikasi sampah log in gak,1,-8,negative
its so complicate i just change my device but i cant sign in coz need conform from old device and im not have it for old device,1,0,neutral
well pokonamah aplikasi iye beh biang,5,-4,negative
gk dibuka stick pemeriksaan keamanan,1,0,neutral
ga daftar g login,1,1,positive
fitur login mari lakukan pemeriksaan keamanan cepat berfungsi masalanya memuatngestuck berjam jam berhari berbulan kelarselesai mohon silahkan diperbaiki,1,12,positive
apk gk digunain login aja gk mend uninstall,1,1,positive
aplikasi cacat load bgt ditunggu gagal,1,-11,negative
izin numpang sy suka,5,-1,negative
stick mari lakukan pemeriksaan cepat,1,7,positive
login diarahkan gmail konfirmasi masuk susah diakses nya jaringan bagus galat,1,2,positive
coba gimana hasih load pemeriksaan keamanan cepat hedeh kalok gak perbaikan gimana masuk min,1,5,positive
eror mulu si aplikasi web aja muter aja error data lancar,1,-8,negative
membantu login error keamanan tolong develover orang butuh kerja tolong permudah sistem login nya udah bikin akun aja ga login duanya,1,-1,negative
susah login udah kek gini aja gak niat memperbaiki apk gk mend dihapus aja play store,1,-1,negative
gak bikin akun sih,1,0,neutral
aplikasinya gimana sih gabisa masukgagal muluwoy benerin gw butuh link doang apply cv,5,-4,negative
simple sasaran,4,3,positive
linkedin really help me to find job connect with people especially hr and make my personal brand more stand out,5,2,positive
mencobadunia,4,0,neutral
ga daftar no ga pakai kode otp ga kirim kirim apalah persulitkan,1,0,neutral
lumayan susah,2,-2,negative
sdh keren,5,0,neutral
trimakasi bergabung,5,-4,negative
gw ga bikin akun jir pas nyampe pemeriksaan keamanan cepat not respond yak,1,3,positive
buruk stick pemeriksaan udah dri ga bener benerin,1,-2,negative
update terusan tetep gak login pengaduan email hasilnya,1,0,neutral
verifikasi lupa pasword banget loadingnya stick mempercepat keamanan gada hasilnya gajelas anying apk,1,2,positive
pengalaman pengguna terbaik,5,8,positive
masuk email facebook nomor telepon terhenti pemeriksaan keamanan tolong perbaiki,1,-3,negative
terpercaya bermanfaat,5,5,positive
aplikasi ga bener bikin akun ae susahnya ampun,1,-3,negative
udah bikin akun upload sertif trus pas nyoba login ga coba berkali kali gabisa nama ga ditemukan salah,1,1,positive
login gimanaa gak login,1,0,neutral
ga mari lakukan pemeriksaan keamanan cepat stick,1,7,positive
ga masuk aplikasi akun udah bikin muncul verifikasi cepat muter muter gajelas,2,-3,negative
apk nya gabisa kebuka paniks,5,0,neutral
manfaat orang,5,5,positive
gak masuk,1,-3,negative
aduh parah nggk masuk muter nggak login pakai email pakai fb no hp tetep nggak,1,-5,negative
good information,5,5,positive
susah banget login nya aahahh min min,2,-2,negative
ga login yaa error ya,1,-1,negative
pelayanan customer service membantutidak membalas akun masuk ribet dipersulit mohon diperbaiki,1,2,positive
akun gk login ya load mari lakukan pemeriksaan keamanan cepat gk terbuka knpa bsa bgtu ya,1,18,positive
gbsa login stick pemeriksaan keamanan,1,0,neutral
since yesterday i havent be able to log in to the mobile app or web app after click the login button use email or log in via gmail linkedin always respond with let do a quick security check and then just keep load and get stick there be there any solution,3,1,positive
medsos yg tdk fair,1,3,positive
aplikasi pencari kerja bagus gratis terbatas,5,7,positive
log in alasan verifikasi cepat stick load trus tolong cepat perbaiki merepotkan,1,9,positive
stick mari lakulan pemeriksaan keamanan cepat ampe sejam ditunggu kagak masuk masuk auto uninstall,1,0,neutral
gk aplikasi nya mao login aj dibikin ribet,2,-8,negative
stick lakukan pemeriksaan keamanan cepat tolong diperbaiki developer gimana sih,1,6,positive
login eror mohon bantu,1,1,positive
memeriksa keamanan cepat ngak cepat ngak login,1,1,positive
sempurnah,5,0,neutral
applikasi bermanfaat pekerja profesional saran kurangi chanel chanel hubungannya dunia pekerjaan,5,14,positive
mendownload nya login reload trus tolong bantuannya developer,3,3,positive
aplikasi maksa update,1,-9,negative
membentu,5,0,neutral
info loker update,4,-3,negative
menyenangkan,5,4,positive
bertuliskan mari lakukan pemeriksaan keamanan cepat semenjak pasang authenticator app keamanan ekstra hack stick bertuliskan linkedin tolong perbaiki akun email,1,13,positive
berguna membantu,5,9,positive
kasih bintang login lancar,1,6,positive
gak login sih udah gak buka apps nya ditunggu tetep gak login,1,5,positive
tolong ya akun tibatiba masuk gabisa stick verifikasi keamanan,2,4,positive
tolong admin perbaikan problem bug login account verifikasi keamanan,1,2,positive
pas masuk bnget,1,0,neutral
gods luck,5,4,positive
aplikasi login daftar tdk recomend jgn download nnti bug,1,-3,negative
parah susah login stress sekelas linkedin kek gini parah udah bikin kali kaya gini,1,-16,negative
i cant log in even though i havent forget my password but why cant i log in to my account even though my account already have many connections please developer fix it again,1,-5,negative
udah akun pas ganti hp gabisa login akun gak,1,6,positive
perform account deactivation without any clear reason,1,0,neutral
stick pemeriksaan keamanan cepat gak log in tolong bantu aplikasi nya,1,5,positive
memiliki pengqlaman swrupa sy ngestuck laman login masuk,1,-3,negative
my account always get restrict even though i dont even do a thing i cant even open my appsaccount but always get restrict already contact linkedin band etc still no way out im tire of this linkedin,1,-3,negative
pemula coba mudahan allah kemudahan memahami platform saksikanlah ya allah kepadamu memohon pertolongan petunjuk aamiin,4,29,positive
aplikasi yg bermanfaat social pekerjaan,5,4,positive
tertarik,5,2,positive
ga login aihh,1,0,neutral
maaf tolong perhatikan aja info loker palsukemaren adek temen nya kena tipu info loker hasil apk,2,1,positive
server burik,1,0,neutral
buka sekaliini aplikasi rusak kah,1,2,positive
lowongan yg terbitkan yg kadaluarsa sulit melamar,1,0,neutral
app bodo tbtb pas login stick pemeriksaan keamanan tolong developer applikasinya dibetulin acuh applikasi,1,1,positive
terimaksih sudh mebantu,5,4,positive
susah loginsetiap login ping jaringan down jaringan bagus,2,2,positive
bagus,5,2,positive
linkedin platform profesional berguna membangun jaringan mencari pekerjaan mengikuti tren industri fiturfiturnya memudahkan pengguna terhubung rekan kerja perusahaan peluang karier profil diperbarui langsung personal brand efektif cocok berkembang profesional terhubung dunia kerja,5,37,positive
login menyelesaikan pemeriksaan keamanan cepat login tolong solusinya,1,9,positive
recommend,5,0,neutral
verifikasi force close,3,-2,negative
login mengirim kode verifikasi aplikasi terburuk,1,-7,negative
aplikasi fungsi handphone menghapus aplikasi,1,-12,negative
tim dev nya tidur kah update gada benerin bug loginnya tim be qa nya gmna nih udh update kali stick bugnya production udah nahan nih tangan biar gak b,1,-6,negative
,5,0,neutral
post preferensi kerja open to work koneksi ya,4,8,positive
naah login page error,1,-3,negative
berusaha login akun google mencoba akun menekan setuju bergabung akunnya karna website ditemukan block by csp sia sia menunggu load mohon periksa aplikasinya karna kesalahan cod aplikasi,1,-29,negative
nice,5,4,positive
asli gk login kyk oper oper gini pas mo login apknya tertulis mengirimkan notifikasi perangkat ketuk ya mengkonfirmasi pas emailnya gua buka suruh ikuti langkah langkah apknya gk tombol ya situ aneh bat,2,26,positive
ribet banget ngelamar kerja aja bgt perusahaan mandang lulusan s ato minim d gak bedanya sebelah gak niat cari pekerja lulusan smk pandang sebelah mata persyaratan gak banget cuih lamar kerja manapun hasilnya balas cman yayasan bodong alias kang tipu tipu doang dah hapus aja aplikasinya gak banget cuih,1,-8,negative
nggak login,1,1,positive
susah log in,1,-3,negative
udah x download aja ga login user mentok pemeriksaan cepat,1,-1,negative
aplikasi yg berguna,5,1,positive
enak bnget,5,5,positive
force close tibatiba dive mendukung,3,-2,negative
gak log in,2,0,neutral
gak login pdahal kouta sinyal full,1,0,neutral
aplikasi error login susah aplikasi berfungsi dg kecewa,1,-16,negative
kayak kebanyakan orang keluhannya linkedin masuk akunnya stick berhenti page lakukan pemeriksaan keamanan cepat tolong solusinya akunnya tolong teman ilang linkedinnya,1,5,positive
tolong perbaiki login verifikasi nya banget,1,4,positive
menyukai aplikasi membantu informasi butuhkan,5,6,positive
mantap cepat kerja,5,10,positive
s angat bagus,5,2,positive
good,5,5,positive
aplikasi yg smart,5,-4,negative
aplikasi login,1,-4,negative
aplikasi ga registrasi aja error buangbuang,1,-8,negative
berasa berfungsi,2,-2,negative
aplikasi gajelassss erorr,1,-4,negative
update ga login mohon diperbaiki terima kasih,1,6,positive
terimakasih aplikasinya semoga bermanfaat,5,10,positive
very good for conection and karier,5,5,positive
aplikasi rusak gak login gausah download,1,-5,negative
aplikasinya bagus,5,2,positive
awesome,5,0,neutral
biss login,5,0,neutral
heran daftar aja sampe pemeriksaan muter mulu sinyal udah bagus apk download,1,10,positive
valid menarik,5,4,positive
membantu dunia kerja,5,7,positive
siiip,5,0,neutral
aplikasi yg bermanfaat ketimbang sosmed,5,1,positive
ga login stick periksa keamanan cepat,2,-2,negative
aplikasi susah masuk ganti handphone ganti sandi email yg sdh,2,-4,negative
terimakasih linkedln wadah informasi lowongan pekerjaan,5,10,positive
knapa muter pemeriksaan cepat,1,3,positive
aplikasi bagus memiliki koneksi mencari kerja,5,-1,negative
good keep improve,3,5,positive
tdk berkualitas,1,4,positive
gak logindaftar muter verifikasi keamanan,1,0,neutral
aplikasi error masuk stick pemeriksaan keamanan cepat,1,-9,negative
mas mba maaff kih sedurunge sing bener bae dau wingi perbaharui kien ws jaluk perbaharui man iyaa dongdak ya kuota reangee,3,9,positive
ngestuck login verifikasi keamanan load ga berenti,3,-3,negative
uda bbrp nyoba utk daftar boro daftar banget ga masuk sampe kesel,1,-7,negative
linkedin bermasalah udah bergabung pake gmail akun google gak reset sandi dah coba berhari aja gk perubahan berhenti pemeriksaan cepat jaringan dah diubah pake wifi data aja akun aja ayo la linkedin respon nya,1,8,positive
menarik info pekerjaan pekerjaan mengikuti linkdln,5,10,positive
lowongan kerja indonesia menyeleksi kandidat nya seleksi dewa hujan dewa petir dewa matahari aneh,2,6,positive
emang enak kalo dibuka hp biar tawaran kerja,5,8,positive
responsif apliaksi nya,1,0,neutral
error block by csp mulupadahal dipaketiba aja error,1,-13,negative
,5,0,neutral
susah x login tolong respon,1,2,positive
br download semoga bagus,4,2,positive
tolong perbaikan bug nya bug login ngestuck load pemeriksaan keamanan cepat tolong perbaiki bug nya english please fix the bug bug when i want to login back in but it get stick in the load section because of the fast security check please fix the bug,1,7,positive
pemeriksaan keamanan cepat lamaa bbi,1,3,positive
there be many twist and turn that i encounter when i start build a linkedin account but because i never give up on anything i manage to find it easy to work i hardly ever even look for a job myself now thankyou linkedin the place to build brand and find the worlds top job,5,5,positive
goood nice,5,4,positive
membantu mencari pekerjaan membangun relasi informatif bermanfaat,5,12,positive
ga login aplikasi sepi wajar sih bentar gulung tikar,1,-1,negative
informatif membantu,5,4,positive
pemeriksaan keamanan cepat kemajuan,1,3,positive
bagus point aplikasi,4,-2,negative
dana tersedot autodebit aplikasi dana mencoba premium gratis tp berniat berlangganan tau membatalkan nya dana terpotong mohon dikembalikan dana dana lebaran mohon kebijakan nyaa non aktifkan premium nya,1,26,positive
aplikasi bermanfaat keren semangat tim linkedin sukses,5,4,positive
mw login g,2,0,neutral
payah instal update,1,0,neutral
membantu peluang kerja paruh,5,3,positive
lupa sandi dialihkan keamanan cepat sih butuh linkedin loh utk kerja kerja kerja akun udah gk dibuka sekalinya buka lupa password haha app nya buruk penanganan lambatmakaisj,1,5,positive
stick halaman pengecekan keamaan spek hp mumpuni gak rekomended bug nya,1,0,neutral
